id,name,vernacular_name,category,type,state_ut,district_city,latitude,longitude,asi_id,unesco_ref,dynasty_ruler,period_century,architectural_style,materials_construction,dimensions_area,sub_features_scannable,combat_historical_narrative,tactical_visiting_info,nearby_cluster,government_source,kaggle_sources,vision_class_label,photo_url
IND-ART-27,Gandhara Standing Buddha (Greco-Buddhist Masterpiece),गांधार बुद्ध (Gandhara Standing Buddha),Museum Masterpiece Antiquity,Kushan Period Greco-Buddhist Schist Statue,West Bengal,"Kolkata, Central Kolkata",22.5579,88.3511,Indian Museum Acc. No. G-12,Greco-Indian Classical Synthesis,Kushan Empire (Emperor Kanishka Era),2nd Century CE (c. 150 CE),Gandharan Greco-Roman Buddhist Synthesis,Grey Micaceous Schist Stone from Swat/Gandhara,Height: 1.82 m (6 ft); Width: 65 cm; Weight: ~380 kg,"Apollo-like facial features, heavy flowing classical Greek toga-like drapery folds (himation), wavy chignon ushnisha hairstyle, circular halo, urna between eyebrows, abhaya mudra right hand gesture",Demonstrates the fascinating cultural synthesis between Greek Hellenistic artistic traditions left by Alexander the Great's successors and Mahayana Buddhism under the Kushan Empire. The serene statue influenced Buddhist art across the Silk Road to China and Japan.,"🏛️ Location: Indian Museum, Kolkata | Gallery: Ground Floor, Gandhara Sculpture Gallery | Showcase: Central Freestanding Plinth G-12.","Bharhut Gallery, Amaravati sculptures, Gupta gallery",Indian Museum Kolkata,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/4._Standing_Buddha%2C_2nd_century_CE%2C_Loriyan_Tangai%2C_Gandhara_Gallery%2C_Indian_Museum%2C_Kolkata.-_4905-A23215.jpg/960px-4._Standing_Buddha%2C_2nd_century_CE%2C_Loriyan_Tangai%2C_Gandhara_Gallery%2C_Indian_Museum%2C_Kolkata.-_4905-A23215.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-28,"4,000-Year-Old Egyptian Ptolemaic Mummy",मिस्र की ममी (Egyptian Mummy of Kolkata),International Museum Treasure in India,Embalmed Human Mummy & Painted Gesso Cartonnage,West Bengal,"Kolkata, Central Kolkata",22.5579,88.3511,Indian Museum Egyptian Gallery Acc. No. 1,Only One of Six Authentic Egyptian Mummies in India,Ptolemaic Kingdom of Egypt (Acquired 1834),c. 300 – 200 BCE (Ptolemaic Era),Ancient Egyptian Mummification & Funerary Art,"Embalmed Human Remains, Linen Bandages, Gesso, Pigments, Cedar Wood Coffin",Length: 1.65 m (5 ft 5 in); Vitrine: 2.2m x 0.8m,"Hieroglyphic painted wooden coffin sarcophagus, wrapped linen mummy body with exposed feet and resin coating, gilded funerary mask, Horus and Anubis protective deity vignettes","Brought to Calcutta in 1834 by British traveler Lieutenant EC Archbold from Luxor, Egypt, and gifted to the Asiatic Society of Bengal. Underwent non-invasive CT scan conservation in 2017 at a Kolkata hospital, revealing internal brain extraction and preserved spinal structure.","🏛️ Location: Indian Museum, Kolkata | Gallery: 1st Floor, Dedicated Egyptian Room | Showcase: Temperature and Nitrogen-Regulated Glass Chamber. Timings: 10:00 AM – 5:00 PM.","Mammal fossil gallery, Meteorite collection, Textile wing",Indian Museum Kolkata (Ministry of Culture),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Egyptian_Human_Mummy_-_Egyptian_Gallery_-_Indian_Museum_-_Kolkata_2014-02-14_3289.JPG/960px-Egyptian_Human_Mummy_-_Egyptian_Gallery_-_Indian_Museum_-_Kolkata_2014-02-14_3289.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-29,Double-Sided Wood Statue of Mephistopheles and Margaretta,मेफिस्टोफिल्स और मार्गरेट (Double Statue),Museum Masterpiece Antiquity,19th-Century European Dual Wood Carving,Telangana,"Hyderabad, Old City",17.3713,78.4803,Salar Jung Museum Acc. No. 74.8,Masterpiece of Allegorical Wood Sculpture,Collection of Salar Jung III,Late 19th Century CE,19th Century French Wood Sculpting (Goethe's Faust),Single Block of Seasoned Sycamore / Pear Wood,Height: 177 cm (5 ft 10 in); Pedestal: 45 cm,"Front face depicting haughty Mephistopheles (Devil) with hooded cloak, feathered cap, goatee, and mocking smile; rear face depicting demure, devout Margaretta holding prayer book with downcast eyes; mirror placed behind to show both faces simultaneously",Acquired by Nawab Mir Yousuf Ali Khan in France. Depicts the duality of good and evil from Johann Wolfgang von Goethe's dramatic tragedy 'Faust'. Carved from a single timber trunk with zero seams or joints.,"🏛️ Location: Salar Jung Museum, Hyderabad | Gallery: 1st Floor, Western Section, European Art Gallery (Room 17) | Display: Positioned between two large mirrors so visitors view both faces simultaneously.","Veiled Rebecca (Room 14), French porcelain collection, European oil paintings",Salar Jung Museum (Ministry of Culture),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Salar_Jung_Museum_Double_Statue.jpg/960px-Salar_Jung_Museum_Double_Statue.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-30,Salar Jung Musical Clock (Cook & Kelvey 19th-Century),सालार जंग संगीतमय घड़ी (Musical Clock),Horological Masterpiece,British-Indian Mechanical Musical Bracket Clock,Telangana,"Hyderabad, Old City",17.3713,78.4803,Salar Jung Museum Horological Collection,Iconic Horological Heritage of India,"Crafted by Cook & Kelvey Co., Calcutta & London for Salar Jung",c. 1870 CE (19th Century),Victorian Mechanical Automaton Horology,"Mahogany Wood Case, Brass Gears, Enamelled Dials, Gilded Bronze Figurines",Height: 1.8 m (6 ft); Width: 1.2 m; Weight: ~220 kg,"Miniature bearded watchman automaton emerging from small doorway every hour on the hour to strike a gong corresponding to the hour count, secondary chime automaton, astronomical sun/moon dial","Every day, hundreds of tourists gather in the central hall of the museum before the top of each hour to witness the mechanical toy watchman step out of the door, hammer the gong, and retreat back inside. The clock has functioned with original precision mechanics for over 150 years.","🏛️ Location: Salar Jung Museum, Hyderabad | Gallery: Central Courtyard Atrium, Ground Floor. Free viewing with general museum ticket. Best viewing: 5 minutes before every hour (especially 12:00 PM and 1:00 PM).","Founder's gallery, Indian miniature painting wing, central bookstall",Salar Jung Museum Board,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/Catalogue_of_the_Hyderabad_Exhibition_%28IA_dli.granth.71228%29.pdf/page1-500px-Catalogue_of_the_Hyderabad_Exhibition_%28IA_dli.granth.71228%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-31,Sword of Chhatrapati Shivaji Maharaj (Historical Maratha Talwar),छत्रपती शिवाजी महाराजांची तलवार (Shivaji Maharaj Talwar),Historical Arms & Armor,17th-Century Maratha Wootz Steel Curved Talwar,Maharashtra,"Mumbai, Fort / Kala Ghoda",18.9269,72.8327,CSMVS Acc. Arms-1674,National Sacred Relic of Maratha Empire,Maratha Empire (Chhatrapati Shivaji Maharaj),Mid 17th Century CE (c. 1650 – 1674 CE),Classical Maratha Armory (Khanda-Talwar Hybrid),"Crucible Damascus Wootz Steel with Gold Inlay, Steel basket hilt with handguard (dhal)",Blade Length: 88 cm; Total Length: 99 cm; Weight: 1.2 kg,"Curved single-edged wootz blade with spine reinforcement ridge, spiked pommel for close-quarters strike, velvet padded basket hilt, gold engraved Devanagari invocation to Goddess Bhavani","Represents the military spirit of Swarajya founded by Chhatrapati Shivaji Maharaj. Forged from Deccan crucible steel, these swords enabled Maratha guerrilla forces (Ganimi Kava) to defeat Mughal heavy cavalry.","🏛️ Location: Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (CSMVS), Fort, Mumbai | Gallery: 1st Floor, Arms & Armor Gallery | Showcase: Maratha Royal Armory Showcase. Timings: 10:15 AM – 6:00 PM.","Gateway of India (500m), Jehangir Art Gallery, National Gallery of Modern Art",CSMVS Board of Trustees & Government of Maharashtra,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/Weapons_as_used_by_Shivaji%2C_CSMVS.jpg/960px-Weapons_as_used_by_Shivaji%2C_CSMVS.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-32,Ardhanarisvara Chola Bronze of Tiruvenkadu,அர்த்தநாரீஸ்வரர் வெண்கலச் சிற்பம் (Ardhanarisvara),Museum Masterpiece Antiquity,Early Chola Lost-Wax Panchaloha Bronze Sculpture,Tamil Nadu,"Chennai, Egmore",13.0732,80.2585,Government Museum Chennai Acc. No. 12/Bronze,Greatest Composite Icon of Indian Art,Chola Dynasty (Reign of Rajendra Chola I),11th Century CE (c. 1010 CE),Dravidian Chola Classical Bronze Casting,Solid Cast Panchaloha (Five Metals) with Greenish Brown Noble Patina,Height: 102 cm (3 ft 4 in); Base: 40 cm; Weight: ~62 kg,"Flawless vertical division: Right half male Shiva (trishula, tiger skin, jaṭā-mukuṭa, flat chest), Left half female Parvati (rounded breast, silk dhoti, karanda-mukuta, armlet, graceful hip sway), leaning on sacred bull Nandi","Excavated from Tiruvenkadu temple in Mayiladuthurai district, Tamil Nadu. Considered by art historians like Stella Kramrisch and C. Sivaramamurti as the supreme global representation of gender non-duality and cosmic harmony (Purusha and Prakriti united in one body).","🏛️ Location: Government Museum, Pantheon Road, Egmore, Chennai | Gallery: Dedicated Bronze Gallery (Ground Floor), Central Rotunda Showcase. Timings: 9:30 AM – 5:00 PM (Closed Fridays).","Amaravati Buddhist marbles, National Art Gallery, Chola Nataraja collection","Department of Museums, Government of Tamil Nadu",pranavgautam29/indian-historical-monuments,,https://upload.wikimedia.org/wikipedia/commons/2/28/Ardhanari.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
IND-ART-33,Akota Jain Bronzes Hoard (Vadodara),અકોટા જૈન કાંસ્ય શિલ્પો (Akota Bronzes),Museum Masterpiece Antiquity,Maitraka-Solanki Jain Cast Bronze Hoard,Gujarat,Vadodara (Baroda),22.3128,73.1812,Baroda Museum Acc. Akota-1 to 68,National Treasure of Western Indian Art,Maitraka Dynasty & Gurjara-Pratihara (Gujarat),5th – 11th Century CE (Over 68 Sculptures),Western Indian Classical Metallurgical School (Akota Style),Cast Bronze (Ashtadhatu / Panchaloha) with Inlaid Silver Eyes and Copper Patina,Heights range from 18 cm to 72 cm,"Jivantasvami (Mahavira as crowned prince) standing in kayotsarga posture with princely mukuta, silver inlaid eyes, lotus pedestal with lion thrones, Rishabhanatha seated in dhyanamudra with flowing hair locks",Discovered in 1951 accidentally during brick-quarrying at Akota near Vadodara. The 68 metallic idols establish that Gujarat possessed a bronze-casting school equal in artistry to Chola bronzes. Inscriptions on pedestal backs record donations by Jain laywomen (shravikas) and merchant guilds of ancient Ankottaka.,"🏛️ Location: Baroda Museum and Picture Gallery, Sayaji Baug, Vadodara, Gujarat | Gallery: Ground Floor, Archaeological Wing | Showcase: Showcase A-1 to A-4. Timings: 10:30 AM – 5:00 PM. Entry fee: ₹20.","Tibetan Thangkas, European Picture Gallery, Egyptian Mummy, Sayaji Baug Zoo","Directorate of Archaeology and Museums, Government of Gujarat & Baroda Museum",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Awesome_shower.jpg/960px-Awesome_shower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-34,17th-Century Shrinathji Nathdwara Pichhwai (Calico Museum),શ્રીનાથજી હવેલી પિછવાઈ (Shrinathji Pichhwai on Silk),Living Textile Heritage,Pushtimarg Sacred Temple Painted Textile Hanging,Gujarat,"Ahmedabad, Shahibaug",23.0569,72.5934,Calico Museum Acc. PIC-102,Masterpiece of Indian Temple Textiles,Pushtimarg Vallabhacharya Tradition (Mewar / Gujarat),Late 17th Century CE (c. 1680 CE),Nathdwara School of Sacred Miniature Painting,"Hand-Spun Cotton and Silk, Natural Mineral and Plant Pigments (Lapis Lazuli, Malachite, Orpiment, Pure Gold Leaf Foil)",Height: 2.4 m (7.8 ft); Width: 1.8 m,"Central depiction of Shrinathji with raised left hand lifting Mount Govardhan, lotus eyes, adorned with pearl necklaces and peacock feather crown, surrounded by 24 festival panels, playful cows, Yamuna river with lotus blooms at base",Pichhwais ('hanging at the back') are large devotional textile paintings hung behind the sanctum deity in Pushtimarg Vaishnava temples. The Calico Museum in Ahmedabad houses the finest international collection of ancient Pichhwais.,"🏛️ Location: Calico Museum of Textiles, The Retreat, Shahibaug, Ahmedabad, Gujarat | Gallery: Temple Hangings (Pichhwai) Wing. Strict advance appointment required via calicomuseum.org.","Sabarmati Ashram (2 km), Adalaj Stepwell (12 km), Hutheesing Jain Temple (3 km)",Calico Museum of Textiles (Sarabhai Foundation) & Gujarat Tourism,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Catalogue_of_articles_contained_in_the_museum_and_curiosity_shop_of_the_Metropolitan_fair%2C_April_4th%2C_1864_%28IA_catalogueofartic00newy%29.pdf/page1-500px-Catalogue_of_articles_contained_in_the_museum_and_curiosity_shop_of_the_Metropolitan_fair%2C_April_4th%2C_1864_%28IA_catalogueofartic00newy%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-35,1st-Century Andhau Inscriptions of Rudradaman (Kutch Museum),અંધૌ શિલાલેખ (Andhau Stone Inscription of Kutch),Ancient Epigraphical Relic,Western Kshatrapa Inscribed Memorial Stone (Lashti),Gujarat,"Bhuj, Kutch District",23.2508,69.6672,Kutch Museum Inscription Gallery No. 1,Oldest Dated Sanskrit Inscriptions in Gujarat,Western Kshatrapa Dynasty (Mahakshatrapa Rudradaman I & Chashtana),130 CE (Saka Year 52 / 2nd Century CE),Early Brahmi Epigraphy on Basalt Stone,Local Brown Basalt Stone Stele,Height: 110 cm; Width: 32 cm; Thickness: 18 cm,"Saka Brahmi script deeply chiselled into four vertical registers, dated in Saka era year 52 (130 CE), memorial lashti stone pillar commemorating fallen warriors and family ancestors",Found at Andhau village in the Rann of Kutch. These four inscribed pillars are the oldest known epigraphs found in Gujarat using the Saka era. They provide crucial historical proof of the joint rule of King Chashtana and his grandson Rudradaman I.,"🏛️ Location: Kutch Museum (Oldest Museum in Gujarat, founded 1877), Near Hamirsar Lake, Bhuj, Gujarat | Gallery: Epigraphical & Inscription Gallery. Timings: 10:00 AM – 5:00 PM (Closed Wednesdays). Entry fee: ₹10.","Aina Mahal (800m), Prag Mahal (800m), Bhujia Fort, Dholavira Harappan gallery","Department of Museums, Gujarat & Kutch Museum Bhuj",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Ancient_History_of_the_Deccan.djvu/page1-960px-Ancient_History_of_the_Deccan.djvu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-36,Airavat Sacred Wooden Elephant (Kutch Museum),ઐરાવત હાથી (Kutch Royal Airavat Wood Carving),Folk Heritage Masterpiece,18th-Century Polychrome Carved Wooden Processional Mount,Gujarat,"Bhuj, Kutch District",23.2508,69.6672,Kutch Museum Folk Gallery Acc. No. 42,Royal Kutch Decorative Arts Heritage,Cutch State (Maharao of Kutch),18th Century CE,Kutch Polychrome Lacquer & Teak Carving,"Seasoned Teak Wood, Natural Vegetable Lacquer Pigments, Brass Ornaments",Height: 2.1 m (7 ft); Length: 2.6 m; Weight: ~400 kg,"Seven-trunked celestial elephant Airavat (mount of Indra), detailed lotus howdah seat on back, floral polychrome hand-painted blanket, floral motifs in red, gold, and green lacquer, tusks tipped with brass ferules",Used during the annual royal Navratri and Dussehra state processions in Bhuj. The Maharaos of Kutch were carried on this seven-trunked elephant carriage from Aina Mahal through the city gates.,"🏛️ Location: Kutch Museum, Opposite Hamirsar Lake, Bhuj, Gujarat | Gallery: 1st Floor, Anthropological & Folk Art Hall | Center Platform.","Kshatrapa inscriptions, Kutch embroidery textiles, Silver coin gallery","Kutch Museum, Government of Gujarat",pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/Memoirs_of_the_Geological_Survey_of_India_%28IA_memoirsofgeologi272geol%29.pdf/page1-960px-Memoirs_of_the_Geological_Survey_of_India_%28IA_memoirsofgeologi272geol%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-37,Rangpur Harappan Terracotta Toy Cart & Painted Pottery,રંગપુર સિંધુ ખીણના વાસણો (Rangpur Harappan Pottery),Archaeological Antiquity,Late Harappan Red Slip Painted Ceramic & Terracotta,Gujarat,"Rajkot, Saurashtra",22.3039,70.8022,Watson Museum Acc. R-101 to R-140,Indus Valley Regional Civilization Heritage,Indus Valley Civilization (Late Harappan Rangpur Phase),"c. 1900 – 1400 BCE (3,500+ Years Old)",Lustrous Red Ware Painted Ceramic,Terracotta baked clay with burnished iron oxide slip and black geometric paint,Jars Height: 25 to 45 cm; Toy Cart: 14 cm x 9 cm,"Perforated cylindrical strainer jars, dish-on-stand with painted peacocks and pipal leaves, solid wheel terracotta bullock cart with animal yokes, lustrous red burnished slip","Excavated at Rangpur in Surendranagar/Ahmedabad district by M.S. Vats in 1935 and S.R. Rao in 1953-56. Rangpur is the type-site that proved the Indus Valley Civilization did not suddenly die out, but evolved smoothly into the Lustrous Red Ware culture of Saurashtra, Gujarat.","🏛️ Location: Watson Museum, Jubilee Garden, Rajkot, Gujarat | Gallery: Ground Floor, Indus Civilization & Archaeology Wing | Showcase: Harappan Showcase 1. Timings: 10:30 AM – 5:00 PM.","Rashtriya Shala (Gandhian heritage), Kaba Gandhi No Delo (Mahatma Gandhi childhood home)","Directorate of Archaeology and Museums, Gujarat & Watson Museum",pranavgautam29/indian-historical-monuments,,
IND-ART-38,Ravana Shaking Mount Kailash Bas-Relief (Ellora Cave 16),रावणानुग्रह मूर्ति (Ravana Shaking Mount Kailash),Monument Architectural Masterpiece,Rashtrakuta Monolithic Rock-Cut Bas-Relief,Maharashtra,"Ellora, Aurangabad (Chhatrapati Sambhajinagar)",20.0242,75.1793,N-MH-A12 (Ellora Caves / Cave 16),Part of UNESCO World Heritage Site Ref. 243,Rashtrakuta Dynasty (King Krishna I),8th Century CE (c. 760 – 775 CE),Rashtrakuta Monolithic Rock-Cut Sculpture,Basalt Trap Rock excavated top-down from volcanic hillside,Height: 4.2 m (13.8 ft); Width: 3.5 m; Depth of relief: 80 cm,"Multi-armed demon king Ravana trapped beneath Mount Kailash, straining muscles and shaking the mountain foundation with his 20 arms; above, serene Lord Shiva calmly pressing his big toe down to pin Ravana; Goddess Parvati clinging to Shiva in fright; fleeing ganas and celestial spirits","Considered the most dramatic, dynamic relief sculpture in Indian rock-cut art. Carved from a single volcanic basalt cliffside at the foot of the monolithic Kailash Temple (Cave 16). The contrast between Ravana's violent, muscular exertion at the bottom and Shiva's effortless divine calm at the top is celebrated worldwide.","🏛️ Location: Ellora Caves, Aurangabad, Maharashtra | Monument: Cave 16 (Kailash Temple) | Position: Southern ambulatory wall between the plinth elephants. Open sunrise to sunset (Closed Tuesdays).","Cave 10 (Visvakarma Carpenter's Cave), Cave 32 (Indra Sabha), Daulatabad Fort (15 km)",Archaeological Survey of India (Aurangabad Circle) & UNESCO,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/Ellora%2C_cave_29%2C_Ravana_shaking_Mount_Kailasa_%289841650413%29.jpg/960px-Ellora%2C_cave_29%2C_Ravana_shaking_Mount_Kailasa_%289841650413%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-39,Padmapani Bodhisattva Fresco (Ajanta Cave 1),पद्मपाणि बोधिसत्व भित्तिचित्र (Bodhisattva Padmapani),Monument Architectural Masterpiece,Vakataka Classical Indian Mural Fresco,Maharashtra,"Ajanta, Aurangabad (Chhatrapati Sambhajinagar)",20.5519,75.7033,N-MH-A1 (Ajanta Caves / Cave 1),UNESCO World Heritage Site Ref. 242,Vakataka Dynasty (Emperor Harishena),Late 5th Century CE (c. 480 CE),Classical Gupta-Vakataka Tempera Mural,"Mud Plaster on Basalt, Cow Dung, Rice Husk, Natural Mineral Pigments (Lapis Lazuli, Ochre, Lamp Black, Lime)",Height: 2.1 m; Width: 1.3 m,"Bodhisattva Avalokiteshvara holding a blue lotus (utpala) in his right hand, gentle downward compassionate gaze, triple-bend tribhanga stance, jeweled crown with sapphires, pearl necklace around neck, Princess and attendants in background","The supreme masterpiece of Asian ancient painting. Surviving in complete darkness inside Cave 1 for 1,500 years, illuminated only by fiber-optic non-heat museum lamps. It represents universal compassion (Karuna) and influenced Buddhist art across the Silk Road to Dunhuang, China.","🏛️ Location: Ajanta Caves, Aurangabad, Maharashtra | Monument: Cave 1 (Vihara Monastery) | Position: Antechamber wall to the left of the main sanctum. Timings: 9:00 AM – 5:00 PM (Closed Mondays). No flash photography permitted.","Vajrapani Bodhisattva (right wall), Cave 2 (thousand Buddhas), Cave 26 (Mahaparinirvana)",Archaeological Survey of India (Aurangabad Circle) & UNESCO,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/022_Cave_1%2C_Padmapani_%2833896247830%29.jpg/960px-022_Cave_1%2C_Padmapani_%2833896247830%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-40,Krishna's Butterball (Mahabalipuram Balancing Boulder),கிருஷ்ண வெண்ணெய் பந்து (Krishna's Butterball),Geological Monument Heritage,Precariously Balanced Monolithic Granite Boulder,Tamil Nadu,"Mahabalipuram, Chengalpattu District",12.6186,80.1925,Part of Mahabalipuram Monuments,Part of Group of Monuments at Mahabalipuram (Ref. 249),Pallava Dynasty (King Narasimhavarman I / Mamalla),"7th Century CE (Over 1,300 Years Balanced)",Natural Monolithic Granite Balancing Formation,Solid Crystalline Grey Granite,Diameter: ~6 m (20 ft); Height: 6 m; Weight: ~250 Tonnes,"Spherical gigantic granite rock perched on a steep 45-degree smooth rock slope, contact point with the slope is less than 2 feet wide, defies gravity, half-cut appearance on rear side, local children sliding on the rock slope below","Named after the myth of infant Lord Krishna repeatedly stealing butter (makhan) from his mother's pot. In 1908, the British Governor of Madras, Arthur Havelock, tied seven elephants to the boulder in an attempt to pull it down for public safety, but the stone refused to budge an inch.","🏛️ Location: Mahabalipuram Historic Park, Mahabalipuram, Tamil Nadu | Position: Open-air rocky hill near Arjuna's Penance and Varaha Cave. Open 6:00 AM – 6:00 PM daily. Free public access area.","Arjuna's Penance (150m), Shore Temple (1.2 km), Pancha Rathas (1.5 km)",Archaeological Survey of India (Chennai Circle) & UNESCO,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Krishna%27s_Butterball_at_Mahabalipuram_heritage_complex_01.jpg/960px-Krishna%27s_Butterball_at_Mahabalipuram_heritage_complex_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-41,Fateh Darwaza Acoustic Clapping Dome (Golconda Fort),फतेह दरवाजा (Fateh Darwaza Acoustic Arch),Monument Acoustic Defense Wonder,Qutb Shahi Military Acoustic Vault,Telangana,"Hyderabad, Golconda",17.3833,78.4011,N-TL-2 (Golconda Fort),Tentative List World Heritage Site,Qutb Shahi Dynasty (Sultan Quli Qutb Shah),16th Century CE,Deccani Military Indo-Persian Architecture,Dressed Granite Blocks with Lime Surkhi Mortar,"Arch Span: 4.8 m, Vault Height: 9.5 m; Signal distance: 1 km","Pointed parabolic acoustic archway, teak doors studded with 13-inch iron elephant-deterrent spikes, central resonance point marked on stone floor where a hand clap echoes 1 km uphill to the Bala Hissar royal pavilion","A military engineering marvel built for defense against surprise siege attacks. A single hand clap struck under the dome of Fateh Darwaza travels through acoustic compression tunnels up the granite hill to alert guards at the hilltop citadel 1,000 meters away.","🏛️ Location: Golconda Fort, Hyderabad | Position: Main Eastern Entrance Gate (Fateh Darwaza). Timings: 9:00 AM – 5:30 PM. Guides demonstrate the hand-clap echo on entry.","Bala Hissar Pavilion, Qutb Shahi Tombs (1 km), Taramati Baradari",Archaeological Survey of India (Hyderabad Circle),pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Golconda_Fort_3.JPG/960px-Golconda_Fort_3.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-ART-42,Neelam and Manek Ottoman Cannons (Uparkot Fort),નીલમ અને માણેક તોપ (Neelam & Manek Top),Historical Military Artifact,16th-Century Ottoman Imperial Bronze Heavy Bombards,Gujarat,"Junagadh, Saurashtra",21.5205,70.4705,Uparkot Citadel Armory Heritage,Historic Saurashtra Defense Heritage,Ottoman Empire (Sultan Suleiman the Magnificent) & Gujarat Sultanate (Bahadur Shah),1531 CE (16th Century),Ottoman Imperial Bronze Heavy Ordnance,Cast Bell Bronze Alloy with Arabic Epigraphy,Length: 5.2 m (17 ft); Bore Diameter: 24 cm (9.5 in); Weight: ~11 Tonnes,"Deep blue-green oxidized bronze patina on Neelam cannon, Arabic calligraphic inscription honoring Sultan Suleiman the Magnificent, cast by armorer Ali bin Hamza in Egypt in 1531 CE, heavy trunnions and ring-lifting dolphins","Cast in Cairo, Egypt by Ottoman Sultan Suleiman's imperial foundries and dispatched with admiral Hadim Suleiman Pasha's fleet to Diu to aid Gujarat Sultan Bahadur Shah against Portuguese naval expansion. Following the siege of Diu in 1538, the cannons were moved to the citadel of Uparkot in Junagadh.","🏛️ Location: Uparkot Fort, Junagadh, Gujarat | Position: Highest Ramparts / Western Bastion Platform overlooking Junagadh city. Open 8:00 AM – 6:00 PM daily. General fort entry ticket applies.","Adi Kadi Vav (200m), Navghan Kuwo (300m), Buddhist Rock-Cut Caves, Mahabat Maqbara",Gujarat State Archaeology Department & Junagadh Municipal Corporation,pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Jama_Masjid%2C_Uperkot_11.jpg/960px-Jama_Masjid%2C_Uperkot_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
